In	Out	Name
7	1	GET_NTH_CLOSEST_CAR_NODE
9	1	GET_NTH_CLOSEST_CAR_NODE_FAVOUR_DIRECTION
8	1	GET_NTH_CLOSEST_CAR_NODE_WITH_HEADING
10	1	GET_NTH_CLOSEST_CAR_NODE_WITH_HEADING_ON_ISLAND
2	1	GET_NTH_INTEGER_IN_STRING
5	1	GET_NUMBER_LINES_WITH_SUBSTRINGS
2	1	GET_NUMBER_OF_CHAR_DRAWABLE_VARIATIONS
3	1	GET_NUMBER_OF_CHAR_TEXTURE_VARIATIONS
4	1	GET_NUMBER_OF_FIRES_IN_RANGE
1	1	GET_NUMBER_OF_INSTANCES_OF_STREAMED_SCRIPT
2	0	GET_NUMBER_OF_PASSENGERS
0	1	GET_NUMBER_OF_PLAYERS
1	1	GET_NUMBER_OF_WEB_PAGE_LINKS
2	0	GET_NUM_CAR_COLOURS
0	1	GET_NUM_STREAMING_REQUESTS
4	0	GET_OBJECT_COORDINATES
2	1	GET_OBJECT_FRAGMENT_DAMAGE_HEALTH
2	0	GET_OBJECT_FROM_NETWORK_ID
2	0	GET_OBJECT_HEADING
2	0	GET_OBJECT_HEALTH
2	0	GET_OBJECT_MODEL
1	1	GET_OBJECT_PED_IS_HOLDING
4	0	GET_OBJECT_ROTATION_VELOCITY
2	0	GET_OBJECT_SPEED
4	0	GET_OBJECT_VELOCITY
7	0	GET_OFFSET_FROM_CAR_GIVEN_WORLD_COORDS
7	0	GET_OFFSET_FROM_CAR_IN_WORLD_COORDS
7	0	GET_OFFSET_FROM_CHAR_IN_WORLD_COORDS
5	0	GET_OFFSET_FROM_INTERIOR_IN_WORLD_COORDS
7	0	GET_OFFSET_FROM_OBJECT_IN_WORLD_COORDS
3	1	GET_PAD_PITCH_ROLL
6	0	GET_PED_BONE_POSITION
1	1	GET_PED_CLIMB_STATE
2	0	GET_PED_FROM_NETWORK_ID
2	0	GET_PED_GROUP_INDEX
1	1	GET_PED_OBJECT_IS_ATTACHED_TO
2	0	GET_PED_TYPE
1	1	GET_PETROL_TANK_HEALTH
4	0	GET_PICKUP_COORDINATES
0	1	GET_PLAYERSETTINGS_MODEL_CHOICE
1	0	GET_PLAYERS_LAST_CAR_NO_SAVE
2	0	GET_PLAYER_CHAR
2	0	GET_PLAYER_GROUP
0	1	GET_PLAYER_ID
2	0	GET_PLAYER_MAX_ARMOUR
1	1	GET_PLAYER_NAME
0	1	GET_PLAYER_RADIO_STATION_INDEX
0	1	GET_PLAYER_RADIO_STATION_NAME
1	1	GET_PLAYER_RANK_LEVEL_DURING_MP
4	0	GET_PLAYER_RGB_COLOUR
1	1	GET_PLAYER_TEAM
1	1	GET_PLAYER_TO_PLACE_BOMB_IN_CAR
5	0	GET_POSITION_OF_ANALOGUE_STICKS
3	0	GET_POSITION_OF_CAR_RECORDING_AT_TIME
1	1	GET_PROFILE_SETTING
7	0	GET_RANDOM_CAR_BACK_BUMPER_IN_SPHERE
8	0	GET_RANDOM_CAR_FRONT_BUMPER_IN_SPHERE_NO_SAVE
7	0	GET_RANDOM_CAR_IN_SPHERE
7	0	GET_RANDOM_CAR_IN_SPHERE_NO_SAVE
3	0	GET_RANDOM_CAR_MODEL_IN_MEMORY
9	1	GET_RANDOM_CAR_NODE
7	0	GET_RANDOM_CHAR_IN_AREA_OFFSET_NO_SAVE
6	1	GET_RANDOM_NETWORK_RESTART_NODE
6	1	GET_RANDOM_NETWORK_RESTART_NODE_USING_GROUP_LIST
2	0	GET_ROOM_KEY_FROM_OBJECT
1	0	GET_ROOT_CAM
6	0	GET_SAFE_PICKUP_COORDS
7	1	GET_SAFE_POSITION_FOR_CHAR
1	0	GET_SCREEN_VIEWPORT_ID
1	0	GET_SCRIPT_CAM
1	0	GET_SCRIPT_RENDERTARGET_RENDER_ID
3	0	GET_SCRIPT_TASK_STATUS
2	0	GET_SEQUENCE_PROGRESS
9	1	GET_SORTED_NETWORK_RESTART_NODE
9	1	GET_SORTED_NETWORK_RESTART_NODE_USING_GROUP_LIST
0	1	GET_SOUND_ID
6	0	GET_SPAWN_COORDINATES_FOR_CAR_NODE
0	1	GET_SPEECH_FOR_EMERGENCY_SERVICE_CALL
6	0	GET_STATE_OF_CLOSEST_DOOR_OF_TYPE
2	1	GET_STATION_NAME
1	1	GET_STAT_FRONTEND_VISIBILITY
1	1	GET_STRING_FROM_HASH_KEY
3	1	GET_STRING_FROM_STRING
1	1	GET_STRING_FROM_TEXT_FILE
1	1	GET_STRING_WIDTH
2	1	GET_STRING_WIDTH_WITH_NUMBER
2	1	GET_STRING_WIDTH_WITH_STRING
0	1	GET_TASK_PLACE_CAR_BOMB_UNSUCCESSFUL
4	0	GET_TEAM_RGB_COLOUR
2	1	GET_TEXTURE
2	1	GET_TEXTURE_FROM_STREAMED_TXD
2	0	GET_TIME_OF_DAY
0	1	GET_TIME_SINCE_LAST_ARREST
0	1	GET_TIME_SINCE_LAST_DEATH
1	1	GET_TIME_SINCE_PLAYER_DROVE_AGAINST_TRAFFIC
1	1	GET_TIME_SINCE_PLAYER_DROVE_ON_PAVEMENT
1	1	GET_TIME_SINCE_PLAYER_HIT_BUILDING
1	1	GET_TIME_SINCE_PLAYER_HIT_CAR
1	1	GET_TIME_SINCE_PLAYER_HIT_OBJECT
1	1	GET_TIME_SINCE_PLAYER_HIT_PED
1	1	GET_TIME_SINCE_PLAYER_RAN_LIGHT
1	1	GET_TIME_TIL_NEXT_STATION
1	1	GET_TOTAL_DURATION_OF_CAR_RECORDING
2	0	GET_TRAIN_CABOOSE
3	0	GET_TRAIN_CARRIAGE
2	0	GET_TRAIN_PLAYER_WOULD_ENTER
1	1	GET_TXD
2	0	GET_VEHICLE_DIRT_LEVEL
2	0	GET_VEHICLE_FROM_NETWORK_ID
5	0	GET_VEHICLE_QUATERNION
4	1	GET_WATER_HEIGHT
4	1	GET_WATER_HEIGHT_NO_WAVES
2	0	GET_WEAPONTYPE_MODEL
2	0	GET_WEAPONTYPE_SLOT
1	1	GET_WEB_PAGE_HEIGHT
3	1	GET_WEB_PAGE_LINK_AT_POSN
2	1	GET_WEB_PAGE_LINK_HREF
4	0	GIVE_DELAYED_WEAPON_TO_CHAR
2	0	GIVE_PED_AMBIENT_OBJECT
6	0	GIVE_PED_FAKE_NETWORK_NAME
1	0	GIVE_PED_HELMET
2	0	GIVE_PED_HELMET_WITH_OPTS
3	0	GIVE_PED_PICKUP_OBJECT
2	0	GIVE_PLAYER_RAGDOLL_CONTROL
4	0	GIVE_WEAPON_TO_CHAR
2	0	GRAB_NEARBY_OBJECT_WITH_SPECIAL_ATTRIBUTE
2	0	HANDLE_AUDIO_ANIM_EVENT
1	1	HAS_ACHIEVEMENT_BEEN_PASSED
1	1	HAS_ADDITIONAL_TEXT_LOADED
2	1	HAS_CAR_BEEN_DAMAGED_BY_CAR
2	1	HAS_CAR_BEEN_DAMAGED_BY_CHAR
2	1	HAS_CAR_BEEN_DAMAGED_BY_WEAPON
1	1	HAS_CAR_BEEN_RESPRAYED
1	1	HAS_CAR_RECORDING_BEEN_LOADED
3	1	HAS_CHAR_ANIM_FINISHED
2	1	HAS_CHAR_BEEN_DAMAGED_BY_CAR
3	1	HAS_CHAR_BEEN_DAMAGED_BY_CHAR
2	1	HAS_CHAR_BEEN_DAMAGED_BY_WEAPON
2	1	HAS_CHAR_GOT_WEAPON
2	1	HAS_CHAR_SPOTTED_CHAR
2	1	HAS_CHAR_SPOTTED_CHAR_IN_FRONT
6	1	HAS_CLOSEST_OBJECT_OF_TYPE_BEEN_DAMAGED_BY_CHAR
1	1	HAS_CONTROL_OF_NETWORK_ID
0	1	HAS_CUTSCENE_FINISHED
0	1	HAS_CUTSCENE_LOADED
0	1	HAS_DEATHARREST_EXECUTED
5	1	HAS_FRAGMENT_ROOT_OF_CLOSEST_OBJECT_OF_TYPE_BEEN_DAMAGED
0	1	HAS_GAMER_CHANGED_NETWORK_MODEL_SETTINGS
1	1	HAS_MODEL_LOADED
1	1	HAS_NETWORK_PLAYER_LEFT_GAME
1	1	HAS_OBJECT_BEEN_DAMAGED
2	1	HAS_OBJECT_BEEN_DAMAGED_BY_CAR
2	1	HAS_OBJECT_BEEN_DAMAGED_BY_CHAR
1	1	HAS_OBJECT_BEEN_UPROOTED
1	1	HAS_OBJECT_COLLIDED_WITH_ANYTHING
1	1	HAS_OVERRIDEN_SIT_IDLE_ANIM_FINISHED
1	1	HAS_PICKUP_BEEN_COLLECTED
2	1	HAS_PLAYER_COLLECTED_PICKUP
1	1	HAS_PLAYER_DAMAGED_AT_LEAST_ONE_PED
1	1	HAS_POOL_OBJECT_COLLIDED_WITH_CUSHION
2	1	HAS_POOL_OBJECT_COLLIDED_WITH_OBJECT
2	1	HAS_RELOADED_WITH_MOTION_CONTROL
0	1	HAS_RESPRAY_HAPPENED
1	1	HAS_SCRIPT_LOADED
1	1	HAS_SOUND_FINISHED
1	1	HAS_STREAMED_TXD_LOADED
2	1	HAS_THIS_ADDITIONAL_TEXT_LOADED
1	1	HAVE_ANIMS_LOADED
2	0	HIDE_CHAR_WEAPON_FOR_SCRIPTED_CUTSCENE
0	0	HIDE_HELP_TEXT_THIS_FRAME
0	0	HIDE_HUD_AND_RADAR_THIS_FRAME
7	0	HINT_CAM
1	1	HOW_LONG_HAS_NETWORK_PLAYER_BEEN_DEAD_FOR
2	0	INCREMENT_FLOAT_STAT_NO_MESSAGE
2	0	INCREMENT_INT_STAT
2	0	INCREMENT_INT_STAT_NO_MESSAGE
1	0	INIT_CUTSCENE
0	0	INIT_DEBUG_WIDGETS
0	0	INIT_FRONTEND_HELPER_TEXT
1	1	IS_AMBIENT_SPEECH_DISABLED
1	1	IS_AMBIENT_SPEECH_PLAYING
7	1	IS_ANY_CHAR_SHOOTING_IN_AREA
1	1	IS_ANY_SPEECH_PLAYING
11	1	IS_AREA_OCCUPIED
0	1	IS_AUSSIE_VERSION
0	1	IS_AUTO_AIMING_ON
0	1	IS_AUTO_SAVE_IN_PROGRESS
1	1	IS_BIG_VEHICLE
2	1	IS_BIT_SET
1	1	IS_BLIP_SHORT_RANGE
5	1	IS_BULLET_IN_AREA
7	1	IS_BULLET_IN_BOX
2	1	IS_BUTTON_JUST_PRESSED
2	1	IS_BUTTON_PRESSED
1	1	IS_CAM_ACTIVE
0	1	IS_CAM_INTERPOLATING
1	1	IS_CAM_PROPAGATING
1	1	IS_CAR_ATTACHED
1	1	IS_CAR_A_MISSION_CAR
1	1	IS_CAR_DEAD
2	1	IS_CAR_DOOR_DAMAGED
2	1	IS_CAR_DOOR_FULLY_OPEN
1	1	IS_CAR_IN_AIR_PROPER
6	1	IS_CAR_IN_AREA_2D
8	1	IS_CAR_IN_AREA_3D
2	1	IS_CAR_IN_GARAGE_AREA
1	1	IS_CAR_IN_WATER
2	1	IS_CAR_MODEL
1	1	IS_CAR_ON_FIRE
1	1	IS_CAR_ON_SCREEN
2	1	IS_CAR_PASSENGER_SEAT_FREE
1	1	IS_CAR_SIREN_ON
1	1	IS_CAR_STOPPED
1	1	IS_CAR_STOPPED_AT_TRAFFIC_LIGHTS
1	1	IS_CAR_STUCK_ON_ROOF
2	1	IS_CAR_TOUCHING_CAR
2	1	IS_CAR_TYRE_BURST
1	1	IS_CAR_UPRIGHT
1	1	IS_CAR_UPSIDEDOWN
1	1	IS_CAR_WAITING_FOR_WORLD_COLLISION
2	1	IS_CHAR_ARMED
1	1	IS_CHAR_DEAD
1	1	IS_CHAR_DUCKING
3	1	IS_CHAR_FACING_CHAR
1	1	IS_CHAR_FATALLY_INJURED
1	1	IS_CHAR_GESTURING
1	1	IS_CHAR_GETTING_IN_TO_A_CAR
1	1	IS_CHAR_GETTING_UP
2	1	IS_CHAR_HEALTH_GREATER
1	1	IS_CHAR_INJURED
1	1	IS_CHAR_IN_AIR
7	1	IS_CHAR_IN_ANGLED_AREA_2D
9	1	IS_CHAR_IN_ANGLED_AREA_3D
1	1	IS_CHAR_IN_ANY_BOAT
1	1	IS_CHAR_IN_ANY_CAR
1	1	IS_CHAR_IN_ANY_HELI
1	1	IS_CHAR_IN_ANY_PLANE
1	1	IS_CHAR_IN_ANY_POLICE_VEHICLE
1	1	IS_CHAR_IN_ANY_TRAIN
6	1	IS_CHAR_IN_AREA_2D
8	1	IS_CHAR_IN_AREA_3D
6	1	IS_CHAR_IN_AREA_ON_FOOT_2D
2	1	IS_CHAR_IN_CAR
1	1	IS_CHAR_IN_FLYING_VEHICLE
1	1	IS_CHAR_IN_MELEE_COMBAT
2	1	IS_CHAR_IN_MODEL
1	1	IS_CHAR_IN_TAXI
1	1	IS_CHAR_IN_WATER
1	1	IS_CHAR_MALE
2	1	IS_CHAR_MODEL
1	1	IS_CHAR_ON_ANY_BIKE
1	1	IS_CHAR_ON_FIRE
1	1	IS_CHAR_ON_FOOT
1	1	IS_CHAR_ON_SCREEN
3	1	IS_CHAR_PLAYING_ANIM
2	1	IS_CHAR_RESPONDING_TO_EVENT
1	1	IS_CHAR_SHOOTING
6	1	IS_CHAR_SHOOTING_IN_AREA
1	1	IS_CHAR_SITTING_IDLE
1	1	IS_CHAR_SITTING_IN_ANY_CAR
2	1	IS_CHAR_SITTING_IN_CAR
1	1	IS_CHAR_STOPPED
1	1	IS_CHAR_STUCK_UNDER_CAR
1	1	IS_CHAR_SWIMMING
2	1	IS_CHAR_TOUCHING_CHAR
2	1	IS_CHAR_TOUCHING_OBJECT
2	1	IS_CHAR_TOUCHING_OBJECT_ON_FOOT
2	1	IS_CHAR_TOUCHING_VEHICLE
1	1	IS_CHAR_TRYING_TO_ENTER_A_LOCKED_CAR
1	1	IS_CHAR_USING_ANY_SCENARIO
2	1	IS_CHAR_USING_SCENARIO
1	1	IS_CHAR_VISIBLE
1	1	IS_CHAR_WAITING_FOR_WORLD_COLLISION
7	1	IS_CLOSEST_OBJECT_OF_TYPE_SMASHED_OR_DAMAGED
2	1	IS_CONTROL_JUST_PRESSED
2	1	IS_CONTROL_PRESSED
6	1	IS_COP_VEHICLE_IN_AREA_3D_NO_SAVE
1	1	IS_DAMAGE_TRACKER_ACTIVE_ON_NETWORK_ID
0	1	IS_DEBUG_CAMERA_ON
1	1	IS_EPISODE_AVAILABLE
7	1	IS_EXPLOSION_IN_AREA
5	1	IS_EXPLOSION_IN_SPHERE
0	1	IS_FOLLOW_VEHICLE_CAM_OFFSET_ACTIVE
1	1	IS_FONT_LOADED
0	1	IS_FRONTEND_FADING
0	1	IS_GAME_IN_CONTROL_OF_MUSIC
1	1	IS_GAME_KEYBOARD_KEY_JUST_PRESSED
1	1	IS_GAME_KEYBOARD_KEY_PRESSED
1	1	IS_GARAGE_CLOSED
1	1	IS_GARAGE_OPEN
0	1	IS_GERMAN_VERSION
2	1	IS_GROUP_LEADER
2	1	IS_GROUP_MEMBER
4	1	IS_HELI_PART_BROKEN
0	1	IS_HELP_MESSAGE_BEING_DISPLAYED
0	1	IS_HINT_RUNNING
0	1	IS_HUD_PREFERENCE_SWITCHED_ON
0	1	IS_HUD_RETICULE_COMPLEX
0	1	IS_INTERIOR_SCENE
0	1	IS_IN_SPECTATOR_MODE
1	1	IS_KEYBOARD_KEY_JUST_PRESSED
1	1	IS_KEYBOARD_KEY_PRESSED
0	1	IS_LOOK_INVERTED
0	1	IS_MEMORY_CARD_IN_USE
0	1	IS_MESSAGE_BEING_DISPLAYED
0	1	IS_MINIGAME_IN_PROGRESS
0	1	IS_MISSION_COMPLETE_PLAYING
0	1	IS_MOBILE_PHONE_CALL_ONGOING
0	1	IS_MOBILE_PHONE_RADIO_ACTIVE
0	1	IS_NETWORK_GAME_PENDING
0	1	IS_NETWORK_GAME_RUNNING
1	1	IS_NETWORK_PLAYER_ACTIVE
0	1	IS_NETWORK_SESSION
5	1	IS_NON_FRAG_OBJECT_SMASHED
1	1	IS_OBJECT_ATTACHED
9	1	IS_OBJECT_IN_ANGLED_AREA_3D
8	1	IS_OBJECT_IN_AREA_3D
1	1	IS_OBJECT_IN_WATER
1	1	IS_OBJECT_ON_FIRE
1	1	IS_OBJECT_ON_SCREEN
3	1	IS_OBJECT_PLAYING_ANIM
0	1	IS_OBJECT_REASSIGNMENT_IN_PROGRESS
1	1	IS_OBJECT_STATIC
2	1	IS_OBJECT_UPRIGHT
1	1	IS_OBJECT_WITHIN_BRAIN_ACTIVATION_RANGE
0	1	IS_PAUSE_MENU_ACTIVE
0	1	IS_PAY_N_SPRAY_ACTIVE
1	1	IS_PED_ATTACHED_TO_ANY_CAR
2	1	IS_PED_ATTACHED_TO_OBJECT
1	1	IS_PED_A_MISSION_PED
1	1	IS_PED_BEING_JACKED
1	1	IS_PED_DOING_DRIVEBY
1	1	IS_PED_FLEEING
1	1	IS_PED_HOLDING_AN_OBJECT
1	1	IS_PED_IN_COMBAT
1	1	IS_PED_IN_COVER
1	1	IS_PED_IN_GROUP
1	1	IS_PED_JACKING
2	1	IS_PED_LOOKING_AT_PED
1	1	IS_PED_RAGDOLL
1	1	IS_PED_RETREATING
1	1	IS_PLAYBACK_GOING_ON_FOR_CAR
0	1	IS_PLAYER_BEING_ARRESTED
1	1	IS_PLAYER_CLIMBING
1	1	IS_PLAYER_CONTROL_ON
1	1	IS_PLAYER_DEAD
2	1	IS_PLAYER_FREE_AIMING_AT_CHAR
1	1	IS_PLAYER_FREE_FOR_AMBIENT_TASK
0	1	IS_PLAYER_LOGGING_IN_NP
0	1	IS_PLAYER_ONLINE
0	1	IS_PLAYER_ONLINE_GAMESPY
0	1	IS_PLAYER_ONLINE_NP
1	1	IS_PLAYER_PLAYING
1	1	IS_PLAYER_PRESSING_HORN
1	1	IS_PLAYER_READY_FOR_CUTSCENE
1	1	IS_PLAYER_SCRIPT_CONTROL_ON
1	1	IS_PLAYER_TARGETTING_ANYTHING
2	1	IS_PLAYER_TARGETTING_CHAR
2	1	IS_PLAYER_TARGETTING_OBJECT
6	1	IS_POINT_OBSCURED_BY_A_MISSION_ENTITY
6	1	IS_PROJECTILE_IN_AREA
0	1	IS_RADIO_RETUNING
1	1	IS_RECORDING_GOING_ON_FOR_CAR
2	1	IS_SCORE_GREATER
0	1	IS_SCREEN_FADED_IN
0	1	IS_SCREEN_FADED_OUT
0	1	IS_SCREEN_FADING
0	1	IS_SCREEN_FADING_IN
0	1	IS_SCREEN_FADING_OUT
0	1	IS_SCRIPTED_CONVERSATION_ONGOING
1	1	IS_SCRIPTED_SPEECH_PLAYING
4	1	IS_SITTING_OBJECT_NEAR
6	1	IS_SNIPER_BULLET_IN_AREA
0	1	IS_SNIPER_INVERTED
1	1	IS_SPECIFIC_CAM_INTERPOLATING
4	1	IS_SPHERE_VISIBLE_TO_ANOTHER_MACHINE
1	1	IS_STREAMING_ADDITIONAL_TEXT
0	1	IS_STREAMING_PRIORITY_REQUESTS
1	1	IS_STRING_NULL
0	1	IS_SYSTEM_UI_SHOWING
0	1	IS_THIS_A_MINIGAME_SCRIPT
1	1	IS_THIS_HELP_MESSAGE_BEING_DISPLAYED
2	1	IS_THIS_HELP_MESSAGE_WITH_NUMBER_BEING_DISPLAYED
2	1	IS_THIS_HELP_MESSAGE_WITH_STRING_BEING_DISPLAYED
0	1	IS_THIS_MACHINE_THE_SERVER
1	1	IS_THIS_MODEL_A_BIKE
1	1	IS_THIS_MODEL_A_BOAT
1	1	IS_THIS_MODEL_A_CAR
1	1	IS_THIS_MODEL_A_HELI
1	1	IS_THIS_MODEL_A_PED
1	1	IS_THIS_MODEL_A_PLANE
1	1	IS_THIS_MODEL_A_TRAIN
1	1	IS_THIS_MODEL_A_VEHICLE
11	1	IS_THIS_PRINT_BEING_DISPLAYED
1	1	IS_THREAD_ACTIVE
2	1	IS_VEHICLE_EXTRA_TURNED_ON
1	1	IS_VEHICLE_ON_ALL_WHEELS
1	1	IS_VEH_DRIVEABLE
5	1	IS_VEH_STUCK
2	1	IS_VEH_WINDOW_INTACT
2	1	IS_WANTED_LEVEL_GREATER
0	1	IS_WORLD_POINT_WITHIN_BRAIN_ACTIVATION_RANGE
0	1	IS_XBOX360_VERSION
1	0	KNOCK_PED_OFF_BIKE
0	0	LAUNCH_LOCAL_PLAYER_IN_NETWORK_GAME
6	0	LINE
2	0	LOAD_ADDITIONAL_TEXT
0	0	LOAD_ALL_OBJECTS_NOW
1	1	LOAD_ALL_PATH_NODES
2	0	LOAD_CHAR_DECISION_MAKER
2	0	LOAD_COMBAT_DECISION_MAKER
4	0	LOAD_PATH_NODES_IN_AREA
3	0	LOAD_SCENE
2	0	LOAD_SCENE_FOR_ROOM_BY_KEY
1	0	LOAD_TEXT_FONT
1	1	LOAD_TXD
2	0	LOAD_WEB_PAGE
0	1	LOCAL_PLAYER_IS_READY_TO_START_PLAYING
6	1	LOCATE_CAR_2D
8	1	LOCATE_CAR_3D
6	1	LOCATE_CHAR_ANY_MEANS_2D
8	1	LOCATE_CHAR_ANY_MEANS_3D
5	1	LOCATE_CHAR_ANY_MEANS_CAR_2D
6	1	LOCATE_CHAR_ANY_MEANS_CAR_3D
5	1	LOCATE_CHAR_ANY_MEANS_CHAR_2D
6	1	LOCATE_CHAR_ANY_MEANS_CHAR_3D
5	1	LOCATE_CHAR_ANY_MEANS_OBJECT_2D
6	1	LOCATE_CHAR_ANY_MEANS_OBJECT_3D
6	1	LOCATE_CHAR_IN_CAR_2D
8	1	LOCATE_CHAR_IN_CAR_3D
5	1	LOCATE_CHAR_IN_CAR_CAR_2D
6	1	LOCATE_CHAR_IN_CAR_CAR_3D
5	1	LOCATE_CHAR_IN_CAR_CHAR_2D
6	1	LOCATE_CHAR_IN_CAR_CHAR_3D
6	1	LOCATE_CHAR_IN_CAR_OBJECT_3D
6	1	LOCATE_CHAR_ON_FOOT_2D
8	1	LOCATE_CHAR_ON_FOOT_3D
5	1	LOCATE_CHAR_ON_FOOT_CAR_2D
6	1	LOCATE_CHAR_ON_FOOT_CAR_3D
5	1	LOCATE_CHAR_ON_FOOT_CHAR_2D
6	1	LOCATE_CHAR_ON_FOOT_CHAR_3D
6	1	LOCATE_CHAR_ON_FOOT_OBJECT_3D
6	1	LOCATE_OBJECT_2D
8	1	LOCATE_OBJECT_3D
2	0	LOCK_CAR_DOORS
6	1	LOOK_AT_NEARBY_ENTITY_WITH_SPECIAL_ATTRIBUTE
2	0	MAKE_OBJECT_TARGETTABLE
1	0	MAKE_PLAYER_SAFE_FOR_CUTSCENE
2	0	MARK_CAR_AS_CONVOY_CAR
1	0	MARK_CAR_AS_NO_LONGER_NEEDED
1	0	MARK_CHAR_AS_NO_LONGER_NEEDED
0	0	MARK_MISSION_TRAINS_AS_NO_LONGER_NEEDED
1	0	MARK_MISSION_TRAIN_AS_NO_LONGER_NEEDED
1	0	MARK_MODEL_AS_NO_LONGER_NEEDED
1	0	MARK_OBJECT_AS_NO_LONGER_NEEDED
1	0	MARK_SCRIPT_AS_NO_LONGER_NEEDED
1	0	MARK_STREAMED_TXD_AS_NO_LONGER_NEEDED
0	0	MISSION_AUDIO_BANK_NO_LONGER_NEEDED
2	0	MODIFY_CHAR_MOVE_STATE
1	0	MUTE_GAMEWORLD_AND_POSITIONED_RADIO_FOR_TV
1	0	MUTE_GAMEWORLD_AUDIO
1	0	MUTE_POSITIONED_RADIO
1	1	NETWORK_ACCEPT_INVITE
1	1	NETWORK_ADVERTISE_SESSION
0	1	NETWORK_ALL_PARTY_MEMBERS_PRESENT
1	1	NETWORK_AM_I_BLOCKED_BY_PLAYER
1	1	NETWORK_AM_I_MUTED_BY_PLAYER
4	1	NETWORK_CHANGE_GAME_MODE
0	1	NETWORK_CHANGE_GAME_MODE_PENDING
0	1	NETWORK_CHANGE_GAME_MODE_SUCCEEDED
0	1	NETWORK_CHECK_INVITE_ARRIVAL
0	0	NETWORK_CLEAR_INVITE_ARRIVAL
0	1	NETWORK_CLEAR_SUMMONS
1	1	NETWORK_DID_INVITE_FRIEND
0	1	NETWORK_END_SESSION
0	1	NETWORK_END_SESSION_PENDING
4	0	NETWORK_FIND_GAME
0	1	NETWORK_FIND_GAME_PENDING
0	1	NETWORK_GET_FRIEND_COUNT
1	1	NETWORK_GET_FRIEND_NAME
0	1	NETWORK_GET_GAME_MODE
0	1	NETWORK_GET_MAX_PRIVATE_SLOTS
0	1	NETWORK_GET_MAX_SLOTS
1	1	NETWORK_GET_MET_PLAYER_NAME
0	1	NETWORK_GET_NUMBER_OF_GAMES
0	1	NETWORK_GET_NUM_PARTY_MEMBERS
0	1	NETWORK_GET_NUM_PLAYERS_MET
0	1	NETWORK_GET_NUM_UNACCEPTED_INVITES
0	1	NETWORK_GET_NUM_UNFILLED_RESERVATIONS
0	1	NETWORK_GET_RENDEZVOUS_HOST_PLAYER_ID
1	1	NETWORK_GET_UNACCEPTED_INVITER_NAME
1	1	NETWORK_GET_UNACCEPTED_INVITE_EPISODE
1	1	NETWORK_GET_UNACCEPTED_INVITE_GAME_MODE
0	1	NETWORK_HAVE_ACCEPTED_INVITE
0	1	NETWORK_HAVE_ONLINE_PRIVILEGES
0	1	NETWORK_HAVE_SUMMONS
6	1	NETWORK_HOST_GAME
0	1	NETWORK_HOST_GAME_PENDING
0	1	NETWORK_HOST_GAME_SUCCEEDED
3	1	NETWORK_HOST_RENDEZVOUS
2	1	NETWORK_INVITE_FRIEND
1	1	NETWORK_IS_COMMON_EPISODE
1	1	NETWORK_IS_FRIEND_IN_SAME_TITLE
1	1	NETWORK_IS_FRIEND_ONLINE
0	1	NETWORK_IS_GAME_RANKED
0	1	NETWORK_IS_INVITEE_ONLINE
0	1	NETWORK_IS_OPERATION_PENDING
1	1	NETWORK_IS_PLAYER_BLOCKED_BY_ME
1	1	NETWORK_IS_PLAYER_MUTED_BY_ME
1	1	NETWORK_IS_PLAYER_TALKING
0	1	NETWORK_IS_RENDEZVOUS
0	1	NETWORK_IS_RENDEZVOUS_HOST
0	1	NETWORK_IS_SESSION_ADVERTISED
0	1	NETWORK_IS_SESSION_INVITABLE
0	1	NETWORK_IS_SESSION_STARTED
0	1	NETWORK_IS_TVT
1	1	NETWORK_JOIN_GAME
0	1	NETWORK_JOIN_GAME_PENDING
0	1	NETWORK_JOIN_GAME_SUCCEEDED
0	1	NETWORK_JOIN_SUMMONS
1	0	NETWORK_KICK_PLAYER
0	1	NETWORK_LEAVE_GAME
0	1	NETWORK_LEAVE_GAME_PENDING
1	1	NETWORK_PLAYER_HAS_DIED_RECENTLY
1	1	NETWORK_PLAYER_HAS_HEADSET
1	1	NETWORK_RESTORE_GAME_CONFIG
0	1	NETWORK_RETURN_TO_RENDEZVOUS
0	1	NETWORK_RETURN_TO_RENDEZVOUS_PENDING
0	1	NETWORK_RETURN_TO_RENDEZVOUS_SUCCEEDED
1	0	NETWORK_SET_FRIENDLY_FIRE_OPTION
1	0	NETWORK_SET_HEALTH_RETICULE_OPTION
2	1	NETWORK_SET_PLAYER_MUTED
1	0	NETWORK_SET_TALKER_FOCUS
1	0	NETWORK_SET_TALKER_PROXIMITY
1	0	NETWORK_SET_TEAM_ONLY_CHAT
1	0	NETWORK_SHOW_FRIEND_PROFILE_UI
1	0	NETWORK_SHOW_MET_PLAYER_FEEDBACK_UI
1	0	NETWORK_SHOW_MET_PLAYER_PROFILE_UI
1	0	NETWORK_SHOW_PLAYER_PROFILE_UI
0	1	NETWORK_START_SESSION
0	1	NETWORK_START_SESSION_PENDING
0	1	NETWORK_START_SESSION_SUCCEEDED
1	0	NETWORK_STORE_GAME_CONFIG
0	1	NETWORK_STORE_SINGLE_PLAYER_GAME
0	0	NEW_MOBILE_PHONE_CALL
0	0	NEW_SCRIPTED_CONVERSATION
2	0	OPEN_CAR_DOOR
0	0	OPEN_DEBUG_FILE
1	0	OPEN_GARAGE
1	0	OPEN_SEQUENCE_TASK
